"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"291","female",291,281,"Coin, Julie","Right",172,143,"1982-12-02","FRA","Amiens, France","Amiens, France",16,142,"http://www.wtatennis.com/players/player/1673/title/julie-coin"
"292","female",292,293,"Kiick, Allie",NA,NA,NA,"1995-06-30","USA","","Fort Lauderdale, FL, USA",8,141,"http://www.wtatennis.com/players/player/18963/title/allie-kiick"
"293","female",293,294,"Jakupovic, Dalila",NA,NA,NA,"1991-03-24","SLO","","",26,140,"http://www.wtatennis.com/players/player/14446/title/dalila-jakupovic"
"294","female",294,236,"Peer, Shahar","Right",170,132,"1987-05-01","ISR","Jerusalem, Israel","Macabim, Israel",20,137,"http://www.wtatennis.com/players/player/10493/title/shahar-peer"
"295","female",295,284,"Mrdeza, Tereza","Right",173,NA,"1990-11-14","CRO","Pula, Croatia","Porec, Croatia",9,136,"http://www.wtatennis.com/players/player/13529/title/tereza-mrdeza"
"296","female",296,317,"Lottner, Antonia",NA,NA,NA,"1996-08-13","GER","","",22,136,"http://www.wtatennis.com/players/player/18099/title/antonia-lottner"
"297","female",297,295,"Muchova, Karolina",NA,NA,NA,"1996-08-21","CZE","","",21,136,"http://www.wtatennis.com/players/player/23343/title/karolina-muchova"
"298","female",298,296,"Benoit, Marie",NA,NA,NA,"1995-03-16","BEL","","",24,136,"http://www.wtatennis.com/players/player/19548/title/marie-benoit"
"299","female",299,299,"Naydenova, Aleksandrina",NA,NA,NA,"1992-02-29","BUL","","",24,133,"http://www.wtatennis.com/players/player/13845/title/aleksandrina-naydenova"
"300","female",300,300,"Eric, Doroteja",NA,NA,NA,"1992-08-01","SRB","","",22,133,"http://www.wtatennis.com/players/player/16325/title/doroteja-eric"
"301","female",301,301,"Sánchez, Ana Sofia",NA,NA,NA,"1994-04-13","MEX","","",26,133,"http://www.wtatennis.com/players/player/15744/title/ana-sofia-sanchez"
"302","female",302,332,"Albanese, Lauren","Right",170,NA,"1989-10-01","USA","Jacksonville, FL, USA","Coral Springs, FL, USA",21,133,"http://www.wtatennis.com/players/player/12192/title/lauren-albanese"
"303","female",303,302,"Birrell, Kimberly","Right",170,137,"1998-04-29","AUS","Düsseldorf, Germany","Gold Coast, Australia",12,132,"http://www.wtatennis.com/players/player/21510/title/kimberly-birrell"
"304","female",304,303,"Zhang, Ling",NA,NA,NA,"1989-10-28","HKG","","",26,132,"http://www.wtatennis.com/players/player/12460/title/ling-zhang"
"305","female",305,304,"Korpatsch, Tamara",NA,NA,NA,"1995-05-12","GER","","",21,132,"http://www.wtatennis.com/players/player/19725/title/tamara-korpatsch"
"306","female",306,305,"Andrianjafitrimo, Tessah",NA,NA,NA,"1998-10-11","FRA","","",13,131,"http://www.wtatennis.com/players/player/23107/title/tessah-andrianjafitrimo"
"307","female",307,306,"Ninomiya, Makoto",NA,NA,NA,"1994-05-28","JPN","","",26,131,"http://www.wtatennis.com/players/player/17126/title/makoto-ninomiya"
"308","female",308,298,"Ianchuk, Olga",NA,NA,NA,"1995-03-29","UKR","","",22,131,"http://www.wtatennis.com/players/player/16227/title/olga-ianchuk"
"309","female",309,307,"Bondar, Anna",NA,NA,NA,"1997-05-27","HUN","","",17,131,"http://www.wtatennis.com/players/player/24336/title/anna-bondar"
"310","female",310,308,"Khazaniuk, Deniz",NA,NA,NA,"1994-10-24","ISR","","",20,131,"http://www.wtatennis.com/players/player/15863/title/deniz-khazaniuk"
"311","female",311,288,"Moore, Jessica","Right",167,137,"1990-08-16","AUS","Perth, Australia","Williams, Australia",19,130,"http://www.wtatennis.com/players/player/13047/title/jessica-moore"
"312","female",312,310,"Marand, Sanaz",NA,NA,NA,"1988-06-21","USA","","",19,129,"http://www.wtatennis.com/players/player/11550/title/sanaz-marand"
"313","female",313,309,"Tarasova, Alena",NA,NA,NA,"1994-12-07","RUS","","",15,128,"http://www.wtatennis.com/players/player/17983/title/alena-tarasova"
"314","female",314,312,"Moore, Tara","Right",163,143,"1992-08-06","GBR","Hong Kong, China","London, England",23,126,"http://www.wtatennis.com/players/player/13751/title/tara-moore"
"315","female",315,319,"Kichenok, Nadiia","Right",NA,NA,"1992-07-20","UKR","Dnipropetrovsk, Ukraine","",16,126,"http://www.wtatennis.com/players/player/13874/title/nadiia-kichenok"
"316","female",316,313,"Lykina, Ksenia",NA,165,115,"1990-06-19","RUS","Moscow, Russia","",22,126,"http://www.wtatennis.com/players/player/12535/title/ksenia-lykina"
"317","female",317,314,"Stojanovic, Nina",NA,NA,NA,"1996-07-30","SRB","","",19,125,"http://www.wtatennis.com/players/player/19921/title/nina-stojanovic"
"318","female",318,315,"Zhao, Carol",NA,NA,NA,"1995-06-20","CAN","","",17,124,"http://www.wtatennis.com/players/player/17090/title/carol-zhao"
"319","female",319,316,"Ramialison, Irina",NA,NA,NA,"1991-06-09","FRA","","",23,124,"http://www.wtatennis.com/players/player/14413/title/irina-ramialison"
"320","female",320,318,"Grymalska, Anastasia",NA,NA,NA,"1990-07-12","ITA","","",21,124,"http://www.wtatennis.com/players/player/13160/title/anastasia-grymalska"
"321","female",321,328,"De Vroome, Indy",NA,NA,NA,"1996-05-21","NED","","",25,123,"http://www.wtatennis.com/players/player/19307/title/indy-de-vroome"
"322","female",322,331,"Rogowska, Olivia","Right",175,128,"1991-06-07","AUS","Melbourne, Australia","Melbourne, Australia",20,122,"http://www.wtatennis.com/players/player/13020/title/olivia-rogowska"
"323","female",323,320,"Terziyska, Julia",NA,NA,NA,"1996-03-05","BUL","","",18,122,"http://www.wtatennis.com/players/player/19781/title/julia-terziyska"
"324","female",324,321,"Dunne, Katy",NA,NA,NA,"1995-02-16","GBR","","",26,121,"http://www.wtatennis.com/players/player/18929/title/katy-dunne"
"325","female",325,322,"Molinero, Florencia",NA,NA,NA,"1988-11-28","ARG","","",19,121,"http://www.wtatennis.com/players/player/11799/title/florencia-molinero"
"326","female",326,341,"Ormaechea, Paula","Right",170,126,"1992-09-28","ARG","Sunchales, Argentina","Buenos Aires, Argentina",23,121,"http://www.wtatennis.com/players/player/14236/title/paula-ormaechea"
"327","female",327,323,"Gorgodze, Ekaterine",NA,NA,NA,"1991-12-03","GEO","","",24,121,"http://www.wtatennis.com/players/player/13833/title/ekaterine-gorgodze"
"328","female",328,324,"Kingsley, Raveena","Right",NA,NA,"1998-07-23","USA","Baltimore, USA","Fulton, USA",11,120,"http://www.wtatennis.com/players/player/23162/title/raveena-kingsley"
"329","female",329,327,"Kan, Victoria",NA,NA,NA,"1995-08-03","RUS","","",20,120,"http://www.wtatennis.com/players/player/18933/title/victoria-kan"
"330","female",330,325,"Okamura, Kyoka",NA,NA,NA,"1995-10-06","JPN","","",29,120,"http://www.wtatennis.com/players/player/19223/title/kyoka-okamura"
"331","female",331,326,"Voracova, Renata","Right",NA,NA,"1983-10-06","CZE","Zlin, Czech Republic","Zlin, Czech Republic",17,119,"http://www.wtatennis.com/players/player/8819/title/renata-voracova"
"332","female",332,329,"Fichman, Sharon","Right",163,125,"1990-12-03","CAN","Toronto, Canada","Toronto, Canada",14,117,"http://www.wtatennis.com/players/player/12515/title/sharon-fichman"
"333","female",333,334,"Klaffner, Melanie","Right",171,143,"1990-05-22","AUT","Waidhofen, Austria","Weyer, Austria",14,117,"http://www.wtatennis.com/players/player/12052/title/melanie-klaffner"
"334","female",334,330,"Podoroska, Nadia",NA,NA,NA,"1997-02-10","ARG","","",19,117,"http://www.wtatennis.com/players/player/19095/title/nadia-podoroska"
"335","female",335,340,"Ferrando, Cristiana",NA,NA,NA,"1995-08-10","ITA","","",19,116,"http://www.wtatennis.com/players/player/19148/title/cristiana-ferrando"
"336","female",336,311,"Burnett, Nastassja","Right",178,141,"1992-02-20","ITA","Rome, Italy","Rome, Italy",14,114,"http://www.wtatennis.com/players/player/13390/title/nastassja-burnett"
"337","female",337,336,"Bara, Irina Maria",NA,NA,NA,"1995-03-18","ROU","","",22,113,"http://www.wtatennis.com/players/player/17870/title/irina-maria-bara"
"338","female",338,333,"Matteucci, Alice",NA,NA,NA,"1995-09-29","ITA","","",19,113,"http://www.wtatennis.com/players/player/19469/title/alice-matteucci"
"339","female",339,337,"Vondrousova, Marketa","Left",NA,NA,"1999-06-28","CZE","Sokolov, CZE","Sokolov, CZE",12,112,"http://www.wtatennis.com/players/player/24433/title/marketa-vondrousova"
"340","female",340,339,"Boeykens, Elyne",NA,NA,NA,"1991-04-03","BEL","","",19,111,"http://www.wtatennis.com/players/player/15073/title/elyne-boeykens"
"341","female",341,343,"Vankova, Katerina",NA,NA,NA,"1989-12-30","CZE","","",27,109,"http://www.wtatennis.com/players/player/11609/title/katerina-vankova"
"342","female",342,352,"Grammatikopoulou, Valentini",NA,NA,NA,"1997-02-09","GRE","","",20,109,"http://www.wtatennis.com/players/player/19273/title/valentini-grammatikopoulou"
"343","female",343,345,"Haddad Maia, Beatriz",NA,NA,NA,"1996-05-30","BRA","","",14,108,"http://www.wtatennis.com/players/player/17676/title/beatriz-haddad-maia"
"344","female",344,346,"Buayam, Kamonwan","Right",173,143,"1996-02-15","THA","Chonburi, Thailand","Bangkok, Thailand",20,108,"http://www.wtatennis.com/players/player/18356/title/kamonwan-buayam"
"345","female",345,335,"Ozgen, Pemra","Right",170,132,"1986-05-08","TUR","Istanbul, Turkey","Istanbul,Turkey",28,107,"http://www.wtatennis.com/players/player/9411/title/pemra-ozgen"
"346","female",346,349,"Tian, Ran",NA,NA,NA,"1994-01-08","CHN","","",12,107,"http://www.wtatennis.com/players/player/16166/title/ran-tian"
"347","female",347,350,"Hsu, Ching-Wen",NA,NA,NA,"1996-08-19","TPE","","",29,106,"http://www.wtatennis.com/players/player/18467/title/ching-wen-hsu"
"348","female",348,351,"Christie, Freya",NA,NA,NA,"1997-11-08","GBR","","",17,106,"http://www.wtatennis.com/players/player/21737/title/freya-christie"
"349","female",349,338,"Herdzelas, Dea",NA,NA,NA,"1996-11-07","BIH","","",20,106,"http://www.wtatennis.com/players/player/19547/title/dea-herdzelas"
"350","female",350,348,"Morgina, Anna",NA,NA,NA,"1991-08-21","RUS","Moscow, Russia","Cairo, Egypt",33,105,"http://www.wtatennis.com/players/player/14037/title/anna-morgina"
"351","female",351,363,"Galfi, Dalma",NA,NA,NA,"1998-08-13","HUN","","",10,105,"http://www.wtatennis.com/players/player/22132/title/dalma-galfi"
"352","female",352,355,"Eikeri, Ulrikke",NA,NA,NA,"1992-12-16","NOR","","",21,104,"http://www.wtatennis.com/players/player/14465/title/ulrikke-eikeri"
"353","female",353,384,"Oudin, Melanie","Right",168,130,"1991-09-23","USA","Marietta, GA, USA","Marietta, GA, USA",12,103,"http://www.wtatennis.com/players/player/13174/title/melanie-oudin"
"354","female",354,356,"Inoue, Miyabi",NA,NA,NA,"1991-11-19","JPN","","",23,103,"http://www.wtatennis.com/players/player/15141/title/miyabi-inoue"
"355","female",355,357,"Plipuech, Peangtarn",NA,NA,NA,"1992-11-15","THA","","",19,103,"http://www.wtatennis.com/players/player/15605/title/peangtarn-plipuech"
"356","female",356,358,"Simmonds, Chanel",NA,NA,NA,"1992-08-10","RSA","","",22,103,"http://www.wtatennis.com/players/player/14872/title/chanel-simmonds"
"357","female",357,359,"Embree, Lauren",NA,NA,NA,"1991-01-10","USA","","",19,103,"http://www.wtatennis.com/players/player/14405/title/lauren-embree"
"358","female",358,360,"Sizikova, Yana","Right",NA,NA,"1994-11-12","RUS","Moscow, Russia","Moscow, Russia",23,103,"http://www.wtatennis.com/players/player/17306/title/yana-sizikova"
"359","female",359,362,"Kenin, Sofia","Right",NA,NA,"1998-11-14","USA","Moscow, Russia","Pembroke Pines, FL, USA",10,102,"http://www.wtatennis.com/players/player/21891/title/sofia-kenin"
"360","female",360,354,"Skamlova, Chantal",NA,NA,NA,"1993-09-04","SVK","","",20,102,"http://www.wtatennis.com/players/player/15822/title/chantal-skamlova"
"361","female",361,361,"Pantuckova, Gabriela",NA,NA,NA,"1995-02-10","CZE","","",17,102,"http://www.wtatennis.com/players/player/18045/title/gabriela-pantuckova"
"362","female",362,365,"Tomova, Viktoriya",NA,NA,NA,"1995-02-25","BUL","","",25,102,"http://www.wtatennis.com/players/player/16780/title/viktoriya-tomova"
"363","female",363,401,"Marfutina, Maria",NA,NA,NA,"1997-06-06","RUS","","",16,101,"http://www.wtatennis.com/players/player/21866/title/maria-marfutina"
"364","female",364,372,"Arcangioli, Manon","Right",162,130,"1994-08-28","FRA","Rouen, France","Lillebonne, France",27,100,"http://www.wtatennis.com/players/player/18554/title/manon-arcangioli"
"365","female",365,367,"Saez Larra, Olga",NA,NA,NA,"1994-09-18","ESP","","",26,100,"http://www.wtatennis.com/players/player/16566/title/olga-saez-larra"
"366","female",366,364,"Zarazua, Renata",NA,NA,NA,"1997-09-30","MEX","","",19,100,"http://www.wtatennis.com/players/player/21491/title/renata-zarazua"
"367","female",367,366,"Amanmuradova, Akgul","Right",190,163,"1984-06-23","UZB","Tashkent, Uzbekistan","Tashkent, Uzbekistan",18,99,"http://www.wtatennis.com/players/player/360/title/akgul-amanmuradova"
"368","female",368,347,"Kichenok, Lyudmyla",NA,NA,NA,"1992-07-20","UKR","","",11,99,"http://www.wtatennis.com/players/player/13872/title/lyudmyla-kichenok"
"369","female",369,368,"El Tabakh, Heidi","Right",180,150,"1986-09-25","CAN","Alexandria, Egypt","Toronto, Canada",18,98,"http://www.wtatennis.com/players/player/10244/title/heidi-el-tabakh"
"370","female",370,369,"Ruse, Elena",NA,NA,NA,"1997-11-06","ROU","","",14,98,"http://www.wtatennis.com/players/player/21024/title/elena-ruse"
"371","female",371,370,"Knoll, Xenia",NA,NA,NA,"1992-09-02","SUI","","",18,98,"http://www.wtatennis.com/players/player/15305/title/xenia-knoll"
"372","female",372,371,"Grabher, Julia",NA,170,132,"1996-07-02","AUT","Dornbirn, Austria","Dornbirn, Austria",22,98,"http://www.wtatennis.com/players/player/20928/title/julia-grabher"
"373","female",373,344,"Von Deichmann, Kathinka",NA,NA,NA,"1994-05-16","LIE","","",22,98,"http://www.wtatennis.com/players/player/16400/title/kathinka-von-deichmann"
"374","female",374,373,"Barbieri, Gioia","Right",170,141,"1991-07-09","ITA","Forlimpopoli, Italy","Cervia, Italy",17,97,"http://www.wtatennis.com/players/player/12722/title/gioia-barbieri"
"375","female",375,374,"Trevisan, Martina",NA,NA,NA,"1993-11-03","ITA","","",9,97,"http://www.wtatennis.com/players/player/15319/title/martina-trevisan"
"376","female",376,375,"Gao, Xinyu",NA,NA,NA,"1997-11-21","CHN","","",17,97,"http://www.wtatennis.com/players/player/24320/title/xinyu-gao"
"377","female",377,376,"Namigata, Junri",NA,NA,NA,"1982-07-05","JPN","","",18,96,"http://www.wtatennis.com/players/player/5927/title/junri-namigata"
"378","female",378,377,"Lemoine, Quirine",NA,NA,NA,"1991-12-25","NED","","",18,96,"http://www.wtatennis.com/players/player/14468/title/quirine-lemoine"
"379","female",379,378,"Bai, Alison",NA,NA,NA,"1990-01-18","AUS","","",24,96,"http://www.wtatennis.com/players/player/12228/title/alison-bai"
"380","female",380,379,"Dascalu, Nicoleta",NA,NA,NA,"1995-12-19","ROU","","",21,96,"http://www.wtatennis.com/players/player/19287/title/nicoleta-dascalu"
"381","female",381,380,"Brouleau, Lou",NA,NA,NA,"1995-05-19","FRA","","",19,95,"http://www.wtatennis.com/players/player/16932/title/lou-brouleau"
"382","female",382,381,"Kolar, Nastja",NA,NA,NA,"1994-07-15","SLO","","",25,95,"http://www.wtatennis.com/players/player/15456/title/nastja-kolar"
"383","female",383,382,"Minnen, Greetje",NA,NA,NA,"1997-08-14","BEL","","",13,95,"http://www.wtatennis.com/players/player/22546/title/greetje-minnen"
"384","female",384,383,"Evtimova, Dia","Right",168,115,"1987-04-30","BUL","Sofia, Bulgaria","Haskovo, Bulgaria",22,95,"http://www.wtatennis.com/players/player/10442/title/dia-evtimova"
"385","female",385,386,"Carreras, Amanda",NA,NA,NA,"1990-05-16","GBR","","",23,93,"http://www.wtatennis.com/players/player/13298/title/amanda-carreras"
"386","female",386,387,"Daniels, Carolin",NA,NA,NA,"1992-06-10","GER","","",18,93,"http://www.wtatennis.com/players/player/15383/title/carolin-daniels"
"387","female",387,342,"Brianti, Alberta","Right",165,132,"1980-04-05","ITA","San Secondo Parmense, Italy","Fontanellato, Italy",18,92,"http://www.wtatennis.com/players/player/835/title/alberta-brianti"
"388","female",388,393,"Al Nabhani, Fatma",NA,NA,NA,"1991-05-20","OMA","","",22,91,"http://www.wtatennis.com/players/player/13044/title/fatma-al-nabhani"
"389","female",389,389,"Teichmann, Jil Belen",NA,NA,NA,"1997-07-15","SUI","","",16,91,"http://www.wtatennis.com/players/player/21845/title/jil-belen-teichmann"
"390","female",390,390,"Alvarez Teran, Maria Fernanda",NA,NA,NA,"1989-02-28","BOL","","",13,91,"http://www.wtatennis.com/players/player/12788/title/maria-fernanda-alvarez-teran"
"391","female",391,391,"Rodionova, Anastasia","Right",167,130,"1982-05-12","AUS","Tambov, Russia","Melbourne, Australia",9,90,"http://www.wtatennis.com/players/player/7054/title/anastasia-rodionova"
"392","female",392,392,"Patterson, Tammi","Right",167,NA,"1990-01-03","AUS","","Brighton, Australia",13,90,"http://www.wtatennis.com/players/player/12989/title/tammi-patterson"
"393","female",393,394,"Konig, Pia",NA,NA,NA,"1993-05-14","AUT","","",23,90,"http://www.wtatennis.com/players/player/17998/title/pia-konig"
"394","female",394,395,"Bhambri, Prerna",NA,NA,NA,"1992-09-12","IND","","",15,90,"http://www.wtatennis.com/players/player/14667/title/prerna-bhambri"
"395","female",395,396,"Hon, Priscilla","Right",NA,NA,"1998-05-10","AUS","Brisbane, Australia","Brisbane, Australia",9,89,"http://www.wtatennis.com/players/player/21245/title/priscilla-hon"
"396","female",396,397,"Elie, Jennifer",NA,NA,NA,"1986-09-22","USA","","",14,89,"http://www.wtatennis.com/players/player/11276/title/jennifer-elie"
"397","female",397,398,"Vasylyeva, Anastasiya",NA,NA,NA,"1992-01-18","UKR","","",28,89,"http://www.wtatennis.com/players/player/14052/title/anastasiya-vasylyeva"
"398","female",398,399,"Choi, Ji-Hee",NA,NA,NA,"1995-02-10","KOR","","",18,89,"http://www.wtatennis.com/players/player/16142/title/ji-hee-choi"
"399","female",399,400,"Pieri, Jessica",NA,NA,NA,"1997-04-24","ITA","","",9,89,"http://www.wtatennis.com/players/player/22047/title/jessica-pieri"
"400","female",400,353,"Beygelzimer, Yuliya","Right",174,137,"1983-10-20","UKR","Donetsk, Ukraine","Donetsk, Ukraine",16,88,"http://www.wtatennis.com/players/player/1028/title/yuliya-beygelzimer"
"401","female",401,409,"Gilchrist, Nadja",NA,NA,NA,"1990-06-07","USA","","",13,88,"http://www.wtatennis.com/players/player/13058/title/nadja-gilchrist"
"402","female",402,404,"Brito, Fernanda",NA,NA,NA,"1992-02-14","CHI","","",16,88,"http://www.wtatennis.com/players/player/15903/title/fernanda-brito"
"403","female",403,403,"Guarachi, Alexa",NA,NA,NA,"1990-11-17","CHI","","",15,87,"http://www.wtatennis.com/players/player/13057/title/alexa-guarachi"
"404","female",404,405,"Tanaka, Yuuki",NA,NA,NA,"1990-03-07","JPN","","",22,87,"http://www.wtatennis.com/players/player/13542/title/yuuki-tanaka"
"405","female",405,406,"Totka, Naomi",NA,NA,NA,"1995-10-19","HUN","","",27,87,"http://www.wtatennis.com/players/player/20066/title/naomi-totka"
"406","female",406,407,"Lertpitaksinchai, Nicha",NA,NA,NA,"1991-08-14","THA","","",23,86,"http://www.wtatennis.com/players/player/13643/title/nicha-lertpitaksinchai"
"407","female",407,410,"Tomic, Sara",NA,NA,NA,"1998-02-05","AUS","","",16,85,"http://www.wtatennis.com/players/player/23708/title/sara-tomic"
"408","female",408,388,"Aksu, Ayla",NA,NA,NA,"1996-07-15","TUR","","",22,85,"http://www.wtatennis.com/players/player/19810/title/ayla-aksu"
"409","female",409,411,"Dabrowski, Gabriela",NA,NA,NA,"1992-04-01","CAN","","",17,84,"http://www.wtatennis.com/players/player/13638/title/gabriela-dabrowski"
"410","female",410,412,"Luangnam, Nudnida",NA,NA,NA,"1987-02-27","THA","","",16,84,"http://www.wtatennis.com/players/player/10605/title/nudnida-luangnam"
"411","female",411,413,"Pigossi, Laura",NA,NA,NA,"1994-08-02","BRA","","",23,84,"http://www.wtatennis.com/players/player/16211/title/laura-pigossi"
"412","female",412,414,"You, Xiaodi",NA,NA,NA,"1996-05-12","CHN","","",21,83,"http://www.wtatennis.com/players/player/23707/title/xiaodi-you"
"413","female",413,408,"Honcova, Michaela",NA,NA,NA,"1992-12-22","SVK","","",20,83,"http://www.wtatennis.com/players/player/14742/title/michaela-honcova"
"414","female",414,415,"Zaja, Anna",NA,NA,NA,"1991-06-25","GER","","",21,83,"http://www.wtatennis.com/players/player/13053/title/anna-zaja"
"415","female",415,416,"Kudermetova, Veronika",NA,NA,NA,"1997-04-24","RUS","","",14,83,"http://www.wtatennis.com/players/player/19678/title/veronika-kudermetova"
"416","female",416,417,"Romeo, Caroline",NA,NA,NA,"1994-07-16","FRA","","",23,83,"http://www.wtatennis.com/players/player/17668/title/caroline-romeo"
"417","female",417,402,"Hsu, Chieh-Yu",NA,NA,NA,"1992-01-14","TPE","","",27,82,"http://www.wtatennis.com/players/player/13380/title/chieh-yu-hsu"
"418","female",418,418,"Giovine, Claudia",NA,NA,NA,"1990-07-18","ITA","","",16,82,"http://www.wtatennis.com/players/player/12328/title/claudia-giovine"
"419","female",419,419,"Brescia, Georgia",NA,NA,NA,"1996-02-08","ITA","","",19,82,"http://www.wtatennis.com/players/player/19747/title/georgia-brescia"
"420","female",420,420,"Tjandramulia, Olivia",NA,NA,NA,"1997-05-11","AUS","","",11,81,"http://www.wtatennis.com/players/player/20533/title/olivia-tjandramulia"
"421","female",421,421,"Dentoni, Corinna",NA,NA,NA,"1989-07-30","ITA","Pietrasanta, Italy","",17,81,"http://www.wtatennis.com/players/player/11406/title/corinna-dentoni"
"422","female",422,425,"Schmiedlova, Kristina",NA,NA,NA,"1997-08-06","SVK","Kosice, Slovakia","Kosice, Slovakia",13,81,"http://www.wtatennis.com/players/player/22130/title/kristina-schmiedlova"
"423","female",423,422,"Kuzmova, Viktoria",NA,NA,NA,"1998-05-11","SVK","","",14,81,"http://www.wtatennis.com/players/player/23447/title/viktoria-kuzmova"
"424","female",424,424,"Vaidisova, Nicole","Right",NA,139,"1989-04-23","CZE","Nurnberg, Germany","Prague, Czech Republic",10,80,"http://www.wtatennis.com/players/player/11206/title/nicole-vaidisova"
"425","female",425,427,"Kerimbayeva, Kamila",NA,NA,NA,"1995-06-18","KAZ","","",18,80,"http://www.wtatennis.com/players/player/17434/title/kamila-kerimbayeva"
"426","female",426,465,"Robson, Laura","Left",180,148,"1994-01-21","GBR","Melbourne, Australia","London, England",12,79,"http://www.wtatennis.com/players/player/15680/title/laura-robson"
"427","female",427,429,"Poznikhirenko, Ganna",NA,NA,NA,"1994-04-08","UKR","","",8,78,"http://www.wtatennis.com/players/player/16957/title/ganna-poznikhirenko"
"428","female",428,423,"Samir, Sandra",NA,NA,NA,"1997-11-04","EGY","","",19,78,"http://www.wtatennis.com/players/player/20342/title/sandra-samir"
"429","female",429,442,"Korashvili, Oleksandra",NA,NA,NA,"1996-03-01","UKR","","",17,77,"http://www.wtatennis.com/players/player/19389/title/oleksandra-korashvili"
"430","female",430,431,"Yashina, Ekaterina",NA,NA,NA,"1993-08-06","RUS","","",22,77,"http://www.wtatennis.com/players/player/14620/title/ekaterina-yashina"
"431","female",431,430,"Kvatsabaia, Sofia",NA,NA,NA,"1988-07-18","GEO","","",22,77,"http://www.wtatennis.com/players/player/11871/title/sofia-kvatsabaia"
"432","female",432,432,"Sezer, Melis",NA,NA,NA,"1993-06-02","TUR","","",22,76,"http://www.wtatennis.com/players/player/14464/title/melis-sezer"
"433","female",433,433,"Cavalle-Reimers, Yvonne",NA,NA,NA,"1992-05-22","ESP","","",17,76,"http://www.wtatennis.com/players/player/15989/title/yvonne-cavalle-reimers"
"434","female",434,436,"Boualem, Josephine",NA,NA,NA,"1993-08-05","FRA","","",23,76,"http://www.wtatennis.com/players/player/20114/title/josephine-boualem"
"435","female",435,437,"Sabino, Lisa",NA,NA,NA,"1986-07-26","SUI","","",10,75,"http://www.wtatennis.com/players/player/12237/title/lisa-sabino"
"436","female",436,438,"Lehnert, Katharina",NA,NA,NA,"1994-02-18","PHI","","",20,75,"http://www.wtatennis.com/players/player/17128/title/katharina-lehnert"
"437","female",437,439,"Peng, Shuai","Right",177,135,"1986-01-08","CHN","Hunan, China","Tian Jin, China",9,74,"http://www.wtatennis.com/players/player/6355/title/shuai-peng"
"438","female",438,440,"De Bernardi, Clothilde",NA,NA,NA,"1994-11-16","FRA","","",13,74,"http://www.wtatennis.com/players/player/17286/title/clothilde-de-bernardi"
"439","female",439,441,"Stollar, Fanny",NA,NA,NA,"1998-11-12","HUN","","",10,74,"http://www.wtatennis.com/players/player/24668/title/fanny-stollar"
"440","female",440,446,"Santamaria, Sabrina",NA,NA,NA,"1993-02-24","USA","","",11,74,"http://www.wtatennis.com/players/player/16041/title/sabrina-santamaria"
"441","female",441,443,"Cabeza Candela, Estrella","Right",173,141,"1987-02-20","ESP","Sevilla, Spain","Valencia, Spain",13,74,"http://www.wtatennis.com/players/player/10561/title/estrella-cabeza-candela"
"442","female",442,447,"Simic, Jelena",NA,NA,NA,"1992-02-19","BIH","","",19,74,"http://www.wtatennis.com/players/player/16187/title/jelena-simic"
"443","female",443,445,"Dushevina, Vera","Right",180,161,"1986-10-06","RUS","Moscow, Russia","Khimki, Russia",8,73,"http://www.wtatennis.com/players/player/9944/title/vera-dushevina"
"444","female",444,458,"Frenkel, Nicole",NA,NA,NA,"1998-04-29","USA","","",15,73,"http://www.wtatennis.com/players/player/20965/title/nicole-frenkel"
"445","female",445,444,"Doroshina, Olga",NA,NA,NA,"1994-06-24","RUS","","",14,73,"http://www.wtatennis.com/players/player/17984/title/olga-doroshina"
"446","female",446,448,"Jones, Julia",NA,NA,NA,"1994-04-03","USA","","",15,73,"http://www.wtatennis.com/players/player/21122/title/julia-jones"
"447","female",447,428,"Sanchez-Quintanar, Cristina",NA,NA,NA,"1989-03-24","ESP","","",19,73,"http://www.wtatennis.com/players/player/12927/title/cristina-sanchez-quintanar"
"448","female",448,434,"Cako, Jacqueline",NA,NA,NA,"1991-08-30","USA","","",19,72,"http://www.wtatennis.com/players/player/15275/title/jacqueline-cako"
"449","female",449,435,"Halbauer, Ellie",NA,NA,NA,"1997-07-10","USA","","",19,71,"http://www.wtatennis.com/players/player/22286/title/ellie-halbauer"
"450","female",450,426,"Imanishi, Miharu",NA,NA,NA,"1992-05-20","JPN","","",10,71,"http://www.wtatennis.com/players/player/14690/title/miharu-imanishi"
"451","female",451,460,"Estable, Julieta",NA,NA,NA,"1997-07-15","ARG","","",20,71,"http://www.wtatennis.com/players/player/20583/title/julieta-estable"
"452","female",452,470,"Pribylova, Anastasia",NA,NA,NA,"1996-02-12","RUS","","",21,71,"http://www.wtatennis.com/players/player/21731/title/anastasia-pribylova"
"453","female",453,449,"Borecka, Martina",NA,NA,NA,"1991-03-19","CZE","","",15,70,"http://www.wtatennis.com/players/player/14255/title/martina-borecka"
"454","female",454,450,"Sun, Xuliu",NA,NA,NA,"1995-03-07","CHN","","",21,70,"http://www.wtatennis.com/players/player/20427/title/xuliu-sun"
"455","female",455,451,"Schnyder, Patty","Left",168,125,"1978-12-14","SUI","Basel, Switzerland","Baech, Switzerland",10,70,"http://www.wtatennis.com/players/player/7693/title/patty-schnyder"
